,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
62,04/1917,0,0,1,319,0,0,13,23,66,49,0,5,0,40,20,0,765,13,39,16,0,0,0,0,14,3,0,0,1,34,15,0,9,418,14,9,0,1,4,43,0,0,3,31,0,8,38,0,27,0,0,0,0,3,0,4,35,0,2,0,16,10,0,0,8,9,1,4,6,2,13,3,0,0,0,10,15,190,2,0,0,13,0,0,0,0,0,21,33,0,0,0,0,0,0,24,0,6,0,0,0,0,1,0,25
63,05/1917,0,0,2,216,1,0,3,57,40,57,0,3,0,21,4,0,978,8,29,18,0,0,0,0,6,10,0,0,0,42,8,0,9,498,16,3,3,3,13,30,0,0,5,80,0,2,25,0,30,0,0,0,0,3,0,7,13,0,2,0,22,3,0,0,2,12,0,0,3,1,28,0,0,1,0,13,22,283,0,0,1,8,0,0,0,0,0,26,28,2,0,0,0,0,0,10,3,0,1,0,0,0,0,0,27
64,06/1917,1,0,9,239,0,1,8,30,47,66,0,3,0,5,14,0,1494,2,69,36,1,0,0,0,5,4,0,0,0,30,12,0,9,472,98,0,2,1,10,28,0,0,4,40,1,5,42,0,50,0,0,0,1,1,0,4,24,0,4,0,11,4,0,0,20,2,0,1,0,1,18,4,0,0,0,17,13,305,22,0,0,20,0,0,0,2,0,15,36,0,0,0,0,0,0,5,2,0,2,0,0,0,0,0,26
65,07/1917,0,0,2,284,0,3,11,28,47,76,0,1,0,12,7,0,985,0,76,12,0,0,0,0,7,3,0,0,1,19,8,0,26,324,54,2,0,0,10,27,0,0,4,96,0,0,44,0,27,0,0,0,0,0,0,0,23,0,0,0,11,5,0,0,8,4,0,7,1,0,21,2,0,1,0,25,12,233,4,0,3,19,0,0,0,0,0,13,33,0,0,0,0,0,2,7,18,1,1,0,0,0,0,0,26
66,08/1917,0,0,2,281,0,3,6,25,65,104,0,2,0,4,18,0,921,5,50,24,1,0,0,1,3,3,0,0,0,43,13,0,18,378,19,2,0,0,6,17,0,0,5,28,0,2,52,2,23,0,0,0,0,1,0,1,7,1,0,0,6,9,2,0,7,11,0,4,2,1,29,4,0,0,0,29,13,239,0,0,0,36,0,0,0,1,0,8,67,2,0,0,0,0,0,10,9,0,0,0,0,0,0,0,27
67,09/1917,0,0,0,193,0,0,47,32,27,90,0,1,0,3,10,0,784,3,40,14,0,0,0,0,4,2,1,0,1,11,22,0,19,280,6,0,8,0,2,24,0,0,2,30,2,1,47,1,27,0,0,0,1,0,0,3,7,0,0,0,5,2,0,0,7,0,2,1,2,1,15,5,0,0,0,13,7,163,0,0,1,7,0,0,0,0,0,48,35,0,0,0,0,0,0,14,1,5,0,0,0,0,0,0,25
68,10/1917,0,0,1,242,0,2,18,21,34,93,0,1,0,21,17,0,1014,9,49,17,1,0,0,0,7,14,5,0,1,20,20,0,47,424,23,0,0,0,5,39,0,0,8,81,0,1,86,2,49,0,0,1,0,3,1,5,15,0,0,0,9,4,0,0,2,5,10,2,29,1,36,4,1,4,0,11,14,144,1,0,0,19,0,0,0,1,0,26,51,5,0,0,0,0,0,16,10,10,0,0,0,0,0,0,27
69,11/1917,0,0,0,141,0,0,10,39,39,48,0,1,0,19,5,0,1042,6,55,13,0,0,0,0,6,8,0,0,0,17,15,0,30,377,9,0,1,0,5,22,0,0,6,38,2,1,117,0,43,0,0,0,0,0,1,4,13,0,0,0,26,3,0,0,3,21,0,2,2,0,30,5,0,0,0,11,7,270,0,0,0,11,1,0,0,0,0,18,39,1,0,0,0,0,0,9,40,1,1,0,0,0,0,0,26
70,12/1917,0,0,0,169,0,1,12,50,46,42,0,3,0,9,23,0,747,3,74,17,1,0,0,0,9,4,0,0,1,19,10,0,14,383,6,7,0,0,8,26,0,0,3,17,1,3,70,0,42,0,0,0,1,0,0,1,12,0,0,0,7,2,1,0,6,15,1,0,0,1,11,13,0,2,0,24,1,281,3,0,0,13,1,0,0,0,0,18,63,2,0,0,0,0,0,23,17,0,1,0,0,0,0,0,26
71,01/1918,0,0,1,260,0,5,3,35,84,63,0,1,0,11,13,0,639,0,48,12,0,0,0,0,2,2,3,0,0,13,12,0,25,458,6,3,0,0,13,26,0,0,6,59,0,3,79,3,24,0,0,0,2,3,0,3,23,0,1,0,5,2,0,0,3,17,0,1,0,0,50,5,0,1,0,26,13,259,0,0,1,18,0,0,0,1,0,17,45,8,0,0,0,0,1,19,18,1,0,0,0,0,0,0,26
72,02/1918,0,0,3,183,0,2,4,7,59,56,0,0,0,7,19,1,598,4,26,13,1,0,0,0,2,2,3,0,0,42,12,0,54,385,24,0,3,0,5,13,0,0,8,42,0,0,63,3,45,0,0,0,0,0,0,2,8,0,1,0,2,5,0,0,4,4,1,4,2,1,52,3,0,1,0,59,9,272,0,0,0,15,0,0,0,1,0,19,44,1,0,0,0,0,0,30,71,0,0,0,0,0,0,0,24
73,03/1918,6,0,0,232,0,4,9,12,42,123,0,0,0,5,15,0,606,6,69,16,7,0,0,3,20,5,0,0,0,14,8,0,49,374,45,0,1,0,10,24,0,0,5,76,1,4,78,5,206,0,0,0,0,0,0,3,7,0,0,0,6,2,0,0,4,24,0,4,1,0,48,8,0,2,0,74,12,425,0,0,0,22,2,0,0,0,0,34,44,3,0,0,0,0,0,36,25,0,0,0,0,0,0,0,26
74,04/1918,0,0,0,188,0,1,5,22,54,48,0,0,0,4,3,0,696,5,49,15,0,0,0,0,21,7,0,0,0,29,15,0,30,429,5,2,0,0,5,11,0,0,1,212,0,10,49,0,60,0,0,0,0,0,0,3,7,1,3,0,20,3,0,0,3,9,0,6,1,1,13,6,0,3,0,33,32,117,0,0,0,17,0,0,0,1,0,14,36,2,0,2,0,0,3,9,19,7,0,0,0,0,0,0,26
75,05/1918,0,0,3,189,0,1,9,11,67,39,0,0,3,5,4,0,773,5,53,21,0,0,0,2,20,4,0,0,1,34,14,0,23,326,4,1,0,0,11,25,0,0,6,309,1,7,37,1,21,0,0,0,0,0,0,0,19,0,5,0,8,1,0,0,7,4,0,1,0,0,16,4,0,0,0,34,17,123,0,0,0,10,0,0,0,0,0,12,79,1,0,0,0,0,1,4,37,11,0,0,0,0,0,0,27
76,06/1918,0,0,0,202,0,0,4,38,71,32,0,0,0,2,9,1,810,1,45,3,0,0,0,1,18,4,0,0,1,9,5,0,3,323,3,1,0,0,10,23,0,0,6,109,0,3,62,0,45,0,0,0,0,0,0,0,5,0,0,0,9,9,0,0,18,1,0,2,3,1,22,4,0,0,0,21,16,98,2,0,3,6,0,0,0,1,0,7,68,1,0,0,0,0,0,12,14,0,1,0,0,0,0,0,25
77,07/1918,1,0,1,204,0,0,5,9,46,67,1,0,0,2,13,1,738,0,86,8,0,0,0,0,19,2,0,0,0,8,7,0,16,426,7,0,3,2,10,19,0,1,3,51,0,7,40,4,57,0,0,0,2,0,0,0,10,1,1,0,5,4,0,0,22,2,0,1,3,3,12,6,0,0,0,19,22,156,0,0,0,4,0,0,0,0,0,11,42,0,0,0,0,0,1,33,23,3,0,0,0,0,0,0,27
78,08/1918,1,0,3,230,0,0,6,18,24,40,1,1,0,13,6,0,855,5,66,14,0,0,0,1,27,6,0,0,0,42,10,0,17,409,7,0,0,1,1,27,0,0,1,64,0,4,39,0,68,0,0,0,0,0,0,1,17,1,1,0,22,6,0,0,13,1,0,1,26,3,10,8,0,0,0,13,32,176,0,0,0,3,0,0,0,3,0,21,38,0,0,0,0,0,1,5,17,6,0,0,0,0,0,0,27
79,09/1918,0,0,4,190,0,1,1,11,65,69,1,0,0,8,73,0,841,18,96,10,0,0,0,0,13,4,0,0,1,15,39,0,17,354,4,0,0,1,6,19,0,0,3,19,0,2,27,0,42,0,0,0,0,0,0,10,5,1,1,0,7,7,0,0,2,26,0,1,31,3,6,3,0,0,0,17,15,133,1,0,1,14,0,0,0,4,0,16,26,1,0,0,0,0,4,15,4,1,0,0,0,0,0,0,25
80,10/1918,0,0,3,402,0,0,7,25,96,148,0,0,1,1,86,0,874,3,31,18,1,0,0,2,14,5,0,0,0,21,17,0,11,352,14,0,0,0,55,26,0,0,3,16,0,1,40,3,33,0,0,0,0,1,0,0,11,0,0,0,4,7,0,0,1,32,0,1,22,2,17,9,0,0,0,23,13,48,0,0,1,38,0,0,0,1,0,19,63,23,0,0,0,0,6,81,10,2,0,0,0,0,0,0,27
81,11/1918,0,0,8,339,0,1,18,29,91,127,0,7,2,3,34,0,875,52,59,24,2,0,0,4,11,8,0,0,0,20,11,0,20,545,11,0,1,0,30,30,0,0,6,29,0,2,56,2,31,0,0,0,0,3,0,1,18,0,1,0,5,8,0,0,3,6,0,5,62,1,70,2,0,2,0,9,5,98,0,0,0,42,0,0,0,0,0,24,59,6,0,0,0,0,0,39,12,2,0,0,1,0,1,0,26
82,12/1918,0,0,3,239,0,0,14,16,43,92,0,7,0,10,13,0,807,36,55,18,1,0,0,0,15,13,0,0,0,28,18,0,8,463,10,0,1,0,10,18,0,0,5,95,0,9,58,0,40,0,0,0,0,0,0,2,13,2,0,0,11,2,0,0,7,10,1,6,50,1,116,23,0,0,0,21,13,164,2,0,0,28,0,0,0,1,0,17,42,8,0,0,0,0,0,16,18,4,0,0,0,0,1,0,26
83,01/1919,0,0,1,156,0,5,19,40,19,71,0,5,1,29,19,0,763,16,74,14,3,0,0,1,22,12,0,0,0,22,10,0,15,440,47,4,3,4,6,25,0,0,5,109,0,3,77,1,83,0,0,0,1,11,0,4,9,0,4,0,7,17,0,0,19,19,0,0,16,0,72,29,0,6,0,11,13,180,1,0,1,50,0,0,0,0,0,20,54,19,0,0,0,0,1,22,6,6,0,0,0,0,0,0,26
84,02/1919,2,0,1,136,0,6,5,15,10,60,0,7,0,7,10,0,735,13,82,10,0,0,0,2,7,5,0,0,1,6,8,0,12,360,25,0,0,0,7,16,0,0,4,45,0,3,38,0,87,0,0,1,1,3,0,1,15,1,5,0,7,2,0,0,8,10,1,0,21,1,28,7,0,0,0,50,11,85,1,0,0,26,0,0,0,1,0,16,39,49,0,0,0,0,0,14,10,3,0,0,0,0,3,0,24
85,03/1919,2,0,7,224,0,1,21,32,40,57,0,4,0,12,29,0,753,21,48,8,3,0,0,0,16,11,1,0,0,27,6,0,2,522,14,1,0,0,71,15,0,0,2,83,0,5,69,2,41,0,0,0,0,7,0,3,8,2,0,0,10,4,0,0,11,33,1,4,31,2,40,8,0,0,0,41,10,131,4,0,2,24,0,0,0,1,0,17,64,5,0,0,0,0,1,9,12,1,0,0,0,0,2,0,26
86,04/1919,0,0,0,150,0,1,4,17,28,71,0,1,0,8,6,0,782,3,59,13,23,0,0,5,13,17,4,0,0,17,3,0,2,344,13,1,1,2,50,27,0,0,1,63,0,8,109,1,70,0,0,0,0,0,0,3,28,0,2,0,4,6,0,0,3,7,1,4,24,1,43,4,0,0,0,33,3,92,7,0,1,14,0,0,0,1,0,8,40,5,0,0,0,0,1,14,13,1,2,0,0,0,4,0,26
87,05/1919,4,0,0,245,0,2,5,11,59,139,0,3,0,3,9,0,853,8,63,12,2,0,0,1,13,10,1,0,1,14,9,0,3,425,23,0,1,3,31,24,0,1,3,54,0,0,73,1,47,0,0,0,2,1,0,6,16,0,11,0,3,5,0,0,7,14,0,5,32,3,64,16,0,2,0,20,14,67,2,0,0,15,0,0,0,0,0,7,37,8,0,0,0,0,0,12,8,1,2,0,0,0,1,0,27
88,06/1919,3,0,0,212,0,1,1,17,57,49,0,1,0,35,3,0,747,8,53,18,1,0,0,0,2,3,0,0,0,14,10,0,5,278,14,0,0,8,8,14,0,0,2,65,0,7,35,0,45,0,0,1,0,0,0,1,18,0,7,0,3,6,0,0,9,4,0,1,28,1,48,0,0,0,0,12,9,36,2,0,0,5,1,0,0,0,0,6,23,0,0,0,0,0,0,19,3,0,0,0,0,0,1,0,25
89,07/1919,1,0,1,245,0,1,13,35,53,115,0,3,0,18,31,0,796,10,89,18,19,0,0,6,6,2,0,0,0,18,15,0,2,429,24,1,1,3,29,21,0,0,2,131,0,3,107,3,88,0,0,0,1,1,0,5,32,2,6,0,11,11,0,0,7,5,3,0,34,0,29,6,0,1,1,20,31,80,8,0,0,19,0,0,0,3,0,13,39,1,0,0,0,0,1,12,0,1,1,0,0,0,1,0,27
90,08/1919,2,0,3,132,0,0,21,25,55,68,0,3,0,6,12,0,690,2,85,14,23,0,0,0,6,2,0,0,2,7,8,0,11,345,26,3,2,13,140,20,0,0,2,40,0,3,44,2,102,0,0,0,0,2,0,14,51,0,6,0,9,10,0,0,6,4,1,2,28,2,33,7,0,0,0,82,16,77,8,0,6,13,5,0,0,1,0,12,30,12,0,0,0,0,0,20,14,2,0,0,0,0,5,0,26
91,09/1919,1,0,1,118,0,1,1,31,84,52,0,3,0,10,45,0,868,7,47,35,19,0,0,1,12,2,0,0,0,19,7,0,4,330,22,2,1,4,43,27,0,0,1,104,0,5,99,6,80,0,0,0,0,3,0,12,18,0,2,0,5,9,0,0,2,2,0,1,27,0,41,2,0,0,0,49,16,59,3,0,0,17,1,1,0,1,0,18,33,7,0,0,0,0,0,1,2,1,1,0,0,0,10,0,26
92,10/1919,2,0,4,146,0,1,10,54,32,95,0,0,0,14,9,0,1261,5,44,19,2,0,0,0,13,12,0,0,0,40,17,0,15,416,19,3,1,7,10,20,0,0,3,104,2,2,49,9,118,0,0,0,0,3,0,3,12,0,0,0,19,5,0,0,4,5,1,8,16,1,40,10,0,1,1,26,40,114,2,0,0,6,0,1,0,3,0,12,70,13,0,0,0,0,0,30,5,2,1,0,0,0,4,0,27
93,11/1919,1,0,3,114,0,0,2,22,20,90,0,6,0,3,21,0,937,10,34,17,2,0,0,0,8,5,1,0,0,41,2,0,14,356,14,0,0,0,18,18,0,0,6,83,1,2,37,3,65,0,0,0,1,0,0,3,38,1,0,0,6,6,0,0,2,1,2,1,3,0,27,5,0,0,0,15,20,76,0,0,0,9,0,0,1,0,0,19,24,5,0,0,0,0,0,18,8,1,0,0,0,0,2,0,25
94,12/1919,1,0,1,129,0,0,4,31,26,38,2,0,0,12,1,0,832,3,56,14,2,0,0,3,12,4,2,0,0,23,14,0,5,312,6,0,1,0,19,22,0,0,2,122,4,13,82,6,54,0,0,0,1,5,0,0,51,0,0,0,6,14,0,0,4,0,0,15,2,0,29,6,0,0,0,16,8,57,0,0,0,2,1,0,0,0,0,28,22,4,0,0,0,0,1,17,4,1,0,0,0,0,3,0,27
95,01/1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,03/1920,2,0,0,91,0,3,7,18,6,26,0,11,1,10,18,0,603,13,21,17,4,0,0,1,16,9,0,0,0,9,3,0,2,238,9,0,1,0,14,11,0,0,2,159,0,0,18,7,20,0,0,0,0,4,0,3,21,0,0,0,3,5,7,0,10,6,1,2,6,2,14,6,0,0,2,6,3,42,4,0,0,7,0,0,0,0,0,3,32,27,0,0,0,0,0,33,0,0,0,0,0,0,1,0,18
97,04/1920,1,0,2,145,0,0,6,11,9,53,0,0,0,2,13,0,838,0,39,14,0,0,0,1,22,10,0,0,0,14,3,0,4,432,10,5,0,1,6,26,0,0,2,204,0,4,34,6,24,0,0,0,1,0,0,3,24,0,0,0,8,4,0,0,9,19,0,0,3,0,17,2,0,0,0,6,6,30,3,0,0,0,0,0,0,0,0,11,24,9,0,0,0,0,1,34,6,0,0,0,0,0,8,0,26
98,05/1920,0,0,2,52,0,0,3,7,7,57,2,0,0,14,3,0,831,4,60,3,0,0,0,1,27,5,0,0,0,16,2,0,3,459,11,0,0,1,9,15,0,0,5,219,1,0,36,4,35,0,0,0,1,0,0,6,85,0,1,0,11,0,4,0,4,17,0,2,2,1,20,2,0,0,0,5,3,43,1,0,0,1,0,2,0,4,0,11,38,9,0,0,0,0,0,17,5,0,0,0,0,0,8,0,26
99,06/1920,1,0,1,80,0,1,7,23,15,55,2,0,0,5,2,0,1089,11,71,10,0,0,0,0,27,3,0,0,0,20,5,0,6,412,36,2,0,1,14,16,0,0,11,196,1,0,41,9,28,0,0,0,0,1,0,7,42,0,4,0,4,5,10,0,8,12,4,0,3,1,24,1,0,0,0,17,6,92,1,0,0,1,1,0,0,0,0,5,32,10,0,0,0,0,1,33,0,1,0,0,0,0,1,0,26
100,07/1920,0,0,5,113,0,2,10,36,8,78,0,6,0,7,4,0,913,10,72,12,9,0,0,0,42,8,0,0,0,31,3,0,11,419,16,2,0,0,5,15,0,0,4,189,0,3,34,9,83,0,0,0,3,0,0,7,21,1,0,0,7,8,1,0,7,8,0,0,4,6,102,3,0,2,0,13,10,114,0,0,0,4,0,2,0,2,0,12,33,15,0,0,0,0,4,26,4,0,0,0,0,0,0,0,27
101,08/1920,3,0,0,66,0,1,5,55,7,51,1,0,0,7,4,0,966,3,52,15,2,0,0,0,31,4,0,0,0,12,7,0,4,398,24,0,1,6,8,20,0,0,10,240,0,1,40,7,46,0,0,0,0,1,0,2,18,1,1,0,6,10,1,0,11,9,0,0,2,0,266,1,0,0,1,11,8,246,0,0,0,4,0,1,0,3,0,17,20,4,0,0,0,0,1,16,3,1,0,0,0,0,1,0,26
102,09/1920,2,0,6,31,0,1,7,22,7,43,1,1,0,3,1,0,946,1,65,20,7,0,0,0,32,2,0,0,0,8,4,0,1,299,15,1,0,1,10,22,0,0,4,162,4,0,58,0,72,0,0,0,0,1,0,2,13,0,0,0,11,3,0,0,4,2,2,0,4,1,28,3,0,0,0,13,10,75,0,0,0,2,0,0,0,0,0,9,28,2,0,0,0,0,1,5,1,2,2,0,0,0,2,0,26
103,10/1920,3,0,1,62,0,1,5,18,10,56,2,1,0,5,6,0,812,5,62,30,10,0,0,0,36,7,0,0,0,22,1,0,10,376,54,0,15,0,4,23,0,0,3,333,4,2,59,0,30,0,0,0,0,0,0,5,17,0,0,0,4,5,0,0,3,9,1,3,2,1,57,14,0,1,2,5,7,91,1,0,0,12,0,6,0,0,0,22,25,3,0,0,0,0,0,6,5,1,0,0,0,0,2,0,26
104,11/1920,0,0,2,90,0,1,12,18,20,53,0,3,0,20,6,0,818,3,46,19,0,0,0,0,32,8,0,0,0,18,3,0,11,383,97,0,12,1,7,15,0,0,2,231,0,0,78,2,52,0,0,0,0,0,0,1,24,2,0,0,12,7,2,0,10,5,1,0,3,2,41,13,0,3,2,12,4,78,1,0,0,15,0,0,0,0,0,24,31,3,0,0,0,0,7,20,3,1,1,0,0,0,12,0,26
105,12/1920,0,0,3,88,0,2,19,25,12,49,0,2,0,15,11,0,809,7,46,22,4,0,0,1,24,9,0,0,0,25,3,0,4,344,51,1,2,3,1,14,0,0,3,298,0,8,43,3,58,0,0,0,0,0,0,2,20,2,0,0,10,6,0,0,8,12,0,0,3,4,20,4,0,6,0,10,9,55,0,0,2,2,0,0,0,0,0,12,23,5,0,0,0,0,2,7,1,0,1,0,0,0,1,0,27
106,01/1921,1,0,0,147,0,2,9,20,40,59,1,2,0,5,3,1,784,0,61,4,2,0,0,0,25,4,0,0,0,21,6,0,1,402,21,0,1,0,6,17,0,0,2,179,6,1,34,1,83,0,0,0,0,1,0,1,13,0,1,0,3,8,0,0,18,3,0,0,1,2,15,2,0,2,0,14,16,50,0,0,0,1,0,0,2,1,0,6,26,5,0,0,0,0,0,8,0,1,1,0,0,0,2,0,25
107,02/1921,0,0,1,150,1,0,18,18,32,59,0,0,0,4,3,0,622,11,51,10,4,0,0,0,15,3,0,0,0,25,6,0,1,307,38,1,6,0,6,17,0,0,2,138,0,3,40,1,48,0,0,0,0,0,0,10,11,2,1,0,3,5,0,0,30,23,1,2,3,2,19,2,0,1,1,8,8,43,1,0,0,3,0,0,0,2,0,9,30,3,0,0,0,0,0,33,1,0,0,0,0,0,2,0,24
108,03/1921,1,0,1,207,0,0,6,16,41,28,0,0,0,10,7,0,680,2,36,22,2,0,0,0,9,4,0,0,0,25,1,0,31,375,28,1,0,1,20,14,0,0,2,117,0,3,42,1,30,0,0,0,0,2,0,17,8,0,2,0,3,4,0,0,34,3,1,1,0,3,37,3,0,5,1,19,4,166,4,0,0,6,1,0,0,0,0,19,22,4,0,0,0,0,0,19,5,0,0,0,0,0,0,0,27
109,04/1921,0,0,2,186,0,0,6,27,34,70,0,1,0,2,2,0,749,4,36,18,0,0,0,0,12,1,0,0,1,16,2,0,3,466,10,0,0,2,29,7,0,0,6,121,1,6,42,4,46,0,0,0,0,0,0,5,17,1,0,0,2,5,2,0,10,3,0,2,2,5,7,5,0,0,0,5,13,18,0,0,0,3,0,0,0,1,0,14,57,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,26
110,05/1921,0,0,2,149,0,0,8,9,31,40,0,0,0,4,2,0,613,2,56,9,2,0,0,3,11,4,0,0,0,10,9,0,4,371,12,0,3,1,24,8,0,0,3,142,0,2,42,2,34,0,0,0,0,0,0,4,6,0,1,0,4,7,0,0,1,9,0,2,5,1,34,9,0,1,4,12,18,36,0,0,0,1,0,1,0,0,0,11,54,2,0,0,0,0,1,9,1,0,0,0,0,0,8,0,26
111,06/1921,1,0,1,51,0,2,1,33,14,39,0,0,0,4,3,0,801,1,58,10,0,0,0,0,11,2,0,0,1,11,0,0,5,418,23,2,14,3,5,10,0,0,11,160,1,2,42,4,45,0,0,0,0,1,0,1,11,1,0,0,0,6,0,0,4,40,1,2,4,0,21,5,0,0,1,6,20,35,0,0,0,5,0,0,0,0,0,4,28,4,0,0,0,0,0,8,1,3,2,0,0,0,0,0,26
112,07/1921,3,0,5,97,0,0,3,59,17,49,0,0,0,9,8,1,803,4,71,11,2,0,0,0,15,5,0,0,2,22,0,0,3,478,7,0,5,4,12,17,0,0,2,188,7,4,42,5,174,0,0,0,0,0,0,14,17,0,1,0,3,19,0,0,7,10,1,4,9,6,28,6,0,1,0,12,21,57,2,0,0,5,0,0,0,0,0,9,38,6,0,0,0,0,2,11,5,0,1,0,0,0,9,0,26
113,08/1921,1,0,0,76,0,0,6,13,15,42,0,0,0,3,2,0,680,1,42,17,0,0,0,2,20,4,0,0,3,21,1,0,3,270,15,0,10,6,20,14,0,3,3,216,0,2,50,5,42,0,0,0,0,3,0,18,15,0,3,0,2,5,0,0,13,1,0,5,0,2,27,6,0,1,1,5,22,77,0,0,3,13,0,0,0,4,0,5,44,1,0,0,0,0,0,17,2,1,2,0,0,0,8,1,27
114,09/1921,1,0,4,41,0,0,5,10,20,21,0,6,0,11,3,0,762,13,42,23,4,0,0,0,11,3,0,0,0,14,6,0,1,275,9,1,1,2,26,22,0,0,5,95,0,2,30,0,50,0,0,0,1,3,0,36,16,0,1,0,6,5,0,0,4,9,0,2,0,0,12,2,0,0,2,9,16,23,1,0,0,2,0,0,0,0,0,12,20,5,0,0,0,0,0,4,0,0,0,0,0,0,5,0,26
115,10/1921,1,0,1,52,0,1,2,24,13,19,0,0,0,6,2,0,824,15,50,19,2,0,0,0,4,0,0,0,0,6,1,0,3,265,15,2,1,4,31,30,0,0,0,104,0,1,31,0,46,0,0,0,1,0,0,13,2,1,1,0,2,4,0,0,6,9,1,3,2,2,9,12,0,6,2,9,5,31,5,0,0,0,1,0,0,0,0,18,36,5,0,0,0,0,0,4,3,0,1,0,0,0,5,0,26
116,11/1921,2,0,1,68,0,2,3,10,4,16,0,0,0,7,3,1,860,2,144,12,1,0,0,0,3,7,0,0,0,5,3,0,5,361,7,0,13,0,8,16,0,1,2,109,0,5,41,1,144,0,0,0,0,0,0,5,5,0,0,0,3,4,0,0,5,2,0,1,2,1,13,12,0,1,0,6,8,29,0,0,0,4,1,1,0,1,0,15,20,2,0,0,0,0,0,5,0,0,0,0,0,0,7,0,26
117,12/1921,1,0,0,45,0,0,5,7,5,14,1,3,0,1,1,0,692,6,152,34,2,0,0,0,8,1,1,0,1,4,0,0,6,401,1,2,2,0,0,15,0,0,1,200,0,3,31,4,116,0,0,0,0,1,0,4,7,0,0,0,1,4,0,0,4,3,0,1,8,8,2,8,0,1,1,20,10,25,0,0,0,1,0,1,0,3,0,12,34,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27
118,01/1922,0,0,1,56,0,1,3,6,21,35,0,0,0,4,6,0,718,4,96,28,1,0,0,0,15,8,2,0,0,8,7,0,4,357,5,0,0,0,6,34,0,0,4,170,0,4,31,0,29,0,0,0,0,0,0,3,7,1,0,0,5,5,0,0,6,1,0,2,4,5,9,4,0,0,0,5,9,44,0,0,0,0,1,0,0,1,0,11,22,1,0,0,0,0,0,6,1,3,0,0,0,0,2,0,25
119,02/1922,0,0,1,43,1,0,2,18,13,24,0,0,0,2,10,0,667,5,76,36,1,0,0,0,10,4,0,0,0,18,4,0,0,331,8,3,9,0,5,19,0,0,6,169,0,3,50,4,55,0,0,0,0,0,0,9,14,2,0,0,0,2,2,0,9,7,0,1,0,4,26,14,0,0,1,6,15,47,2,0,1,0,0,1,0,2,0,8,25,5,0,0,0,0,0,6,2,3,0,0,0,0,2,0,24
120,03/1922,0,0,3,57,1,0,3,11,26,43,0,0,0,7,4,0,834,3,38,35,1,0,0,1,8,9,0,0,0,13,2,0,0,342,24,0,0,0,1,118,0,1,3,96,1,6,63,3,46,0,0,0,1,0,0,12,20,5,0,0,1,3,13,0,1,24,2,1,6,2,16,3,0,0,0,6,7,72,1,0,0,0,0,0,0,4,0,12,38,7,0,0,0,0,2,26,4,0,0,0,0,0,3,0,27
121,04/1922,1,0,2,101,0,1,4,10,19,32,1,0,0,9,2,0,704,0,36,25,0,0,0,0,5,3,0,0,1,12,2,0,4,485,6,0,3,0,27,22,0,0,2,99,0,5,45,3,41,0,0,0,0,0,0,7,6,0,3,0,2,4,12,0,1,2,0,3,6,1,41,5,0,1,2,29,6,277,0,0,0,9,0,0,0,0,0,15,29,3,0,0,0,0,2,2,2,0,0,0,0,0,4,0,25
122,05/1922,1,0,0,65,0,0,3,17,5,100,0,0,0,5,8,0,799,5,71,51,3,0,0,2,5,6,0,0,0,6,3,0,3,401,7,1,0,1,8,12,0,1,1,108,0,1,40,2,39,0,0,0,0,8,0,2,7,0,0,0,5,11,4,0,2,11,0,1,3,4,14,4,0,0,2,11,1,166,1,0,1,0,0,0,0,0,0,9,25,10,0,0,0,0,1,4,0,0,0,0,0,0,0,0,27
123,06/1922,3,0,1,73,0,0,2,22,13,19,0,3,0,6,3,0,721,1,42,41,1,0,0,0,12,4,0,0,0,9,6,0,4,335,4,0,5,0,4,25,0,0,0,123,0,5,16,1,6,0,0,0,0,0,0,1,5,6,0,0,4,3,6,0,5,16,1,0,0,0,12,1,0,0,0,9,10,101,5,0,0,11,0,1,0,1,0,8,25,2,0,0,0,0,0,7,3,0,0,0,0,0,5,0,26
