,DATE,afghanistan,afrique du sud,algérie,allemagne,angola,arabie,argentine,australie,autriche,belgique,birmanie,bolivie,bosnieherzégovine,brésil,bulgarie,cambodge,canada,chili,chine,colombie,corée,costa rica,côte d’ivoire,croatie,cuba,danemark,égypte,émirats arabes unis,équateur,espagne,étatsunis,éthiopie,finlande,france,grèce,guatemala,haïti,honduras,hongrie,inde,indonésie,irak,iran,irlande,islande,israël,italie,jamaïque,japon,jordanie,kosovo,koweït,laos,liban,libye,maroc,mexique,monaco,nicaragua,nigéria,norvège,nouvellezélande,ouganda,pakistan,panama,palestine,paraguay,paysbas,pérou,philippines,pologne,portugal,qatar,congo,tchécoslovaquie,roumanie,royaumeuni,russie,salvador,rwanda,sénégal,serbie,singapour,slovaquie,somalie,soudan,sri lanka,suède,suisse,syrie,tadjikistan,taïwan,thaïlande,timororiental,tunisie,turquie,ukraine,uruguay,venezuela,vietnam,yémen,république tchèque,yougoslavie,urss,NbEditions
966,10/1992,3,0,1,21,6,4,0,1,2,11,0,2,8,5,3,3,1272,28,26,11,8,0,0,11,13,10,0,0,1,4,221,1,3,154,8,13,6,0,9,2,0,8,0,4,0,33,11,0,36,2,7,1,0,21,1,9,28,2,1,2,1,3,0,4,0,3,1,5,2,1,11,5,2,0,3,15,5,67,3,1,6,12,0,0,13,3,0,9,24,24,7,0,1,0,2,7,2,0,1,20,0,0,23,4,87
967,11/1992,0,0,0,23,7,1,2,3,2,14,0,2,6,3,2,20,635,7,40,5,9,0,0,7,8,5,1,0,2,5,153,0,5,196,17,7,3,0,4,2,1,3,1,5,0,28,6,2,14,3,9,2,0,8,5,3,47,0,0,0,4,0,0,5,2,1,0,1,3,2,2,8,0,1,2,2,3,45,10,1,2,12,2,3,23,5,0,13,10,6,5,5,1,0,0,10,0,0,4,21,0,0,16,2,81
968,12/1992,0,0,5,17,4,2,1,0,2,9,1,0,4,4,1,6,536,6,43,1,17,0,0,4,5,23,0,0,0,5,109,1,7,200,18,2,5,0,6,10,0,1,0,1,1,32,4,0,21,2,8,17,0,27,3,2,17,0,0,0,5,0,0,4,3,2,1,6,6,0,6,2,2,0,4,2,4,63,11,2,1,37,5,0,103,1,0,13,43,3,0,2,1,0,11,5,2,0,0,4,0,0,8,2,74
969,01/1993,1,0,2,25,6,2,5,12,2,13,1,1,19,6,6,7,535,5,27,7,15,0,0,16,4,2,0,0,0,2,102,0,2,172,35,4,15,0,2,3,1,21,7,2,0,42,8,1,31,1,4,24,1,25,3,3,31,3,2,0,8,0,0,3,3,2,0,0,1,0,13,7,0,1,3,7,9,53,2,4,1,31,6,7,26,1,0,12,18,1,1,0,1,0,3,35,0,0,0,5,0,0,10,2,69
970,02/1993,0,0,1,20,6,3,5,5,2,24,7,3,10,11,11,18,634,5,41,2,12,0,0,15,11,5,1,0,0,5,60,1,4,179,19,0,21,0,15,6,0,0,5,4,0,31,16,0,28,5,5,15,1,15,2,11,47,0,2,1,5,1,0,7,0,4,3,11,3,0,4,7,0,2,2,7,3,72,8,10,5,17,0,4,29,2,0,17,28,3,0,0,10,0,1,12,0,0,0,14,0,0,7,2,85
971,03/1993,2,0,2,12,0,1,4,5,4,16,0,4,14,14,3,3,3385,12,31,6,25,0,0,13,10,4,1,0,0,8,82,0,6,202,10,6,17,0,4,10,1,3,0,6,1,34,14,1,20,2,4,22,1,5,0,13,38,4,4,2,17,1,0,4,0,3,0,5,0,1,7,3,0,4,2,3,1,147,24,11,5,17,0,12,19,6,0,25,46,4,0,0,1,1,0,6,5,0,0,3,0,0,2,2,91
972,04/1993,0,0,0,9,1,13,1,0,1,14,1,0,12,17,8,18,601,6,27,25,16,0,0,7,3,3,1,0,0,8,47,0,1,159,29,9,5,2,6,9,3,2,4,2,0,26,20,0,45,5,4,17,1,6,5,7,64,0,1,0,4,1,0,4,1,2,1,1,9,5,9,10,0,1,1,5,3,133,15,4,3,23,2,0,11,20,0,7,18,9,1,1,1,0,4,36,2,1,5,16,6,0,23,0,85
973,05/1993,0,0,5,20,0,3,6,3,0,7,2,4,22,16,0,41,673,6,86,7,3,0,0,20,16,12,0,0,0,6,87,0,2,174,15,15,15,1,4,5,0,2,3,1,0,19,10,2,33,0,2,19,1,7,1,4,33,14,2,0,3,4,0,1,2,2,2,0,6,1,12,5,0,0,3,2,3,55,7,0,1,26,2,2,17,5,0,10,28,1,0,0,4,0,15,21,0,0,11,6,1,0,11,4,90
974,06/1993,0,0,0,11,6,1,2,0,3,14,1,6,10,3,1,16,548,2,47,2,5,0,0,17,3,2,1,0,0,5,59,0,3,149,5,12,20,0,4,7,0,0,1,2,0,4,7,2,38,1,2,21,0,4,5,5,36,5,4,5,1,5,0,4,4,0,0,4,1,1,9,3,0,1,4,2,1,26,4,1,0,12,1,0,12,3,0,4,27,4,0,1,1,0,6,17,1,0,3,4,0,0,7,1,81
975,07/1993,3,0,2,12,2,4,1,3,2,8,2,0,8,14,1,5,488,2,30,3,21,0,0,8,21,2,0,0,0,3,55,0,0,164,7,2,12,0,4,2,0,1,6,3,0,47,10,0,59,1,0,2,0,38,7,4,45,4,3,0,4,3,0,7,2,3,1,5,2,1,9,4,0,3,1,3,3,53,10,0,0,8,2,1,26,1,0,14,36,11,1,1,3,0,2,21,1,4,2,1,5,0,5,2,68
976,08/1993,1,0,6,7,2,1,6,1,0,12,0,6,23,10,0,5,508,2,32,6,8,0,0,16,18,2,3,0,1,1,51,0,0,116,1,2,8,2,6,9,0,0,2,3,0,66,6,4,31,6,3,1,1,27,3,2,21,2,14,6,9,2,0,7,0,11,1,4,5,2,15,2,0,0,4,1,0,52,10,0,2,2,0,1,14,8,0,6,19,16,0,0,1,0,0,8,0,0,4,7,1,0,6,0,63
977,09/1993,0,0,0,10,1,0,4,4,1,10,1,1,4,28,0,7,749,27,52,7,7,0,0,6,25,3,0,0,0,4,75,0,4,178,5,1,13,1,3,4,0,2,1,1,0,119,13,0,31,28,1,6,0,15,1,3,31,9,7,0,10,2,0,2,8,17,0,5,2,5,21,6,1,1,0,6,3,58,4,2,1,2,5,5,12,0,0,9,27,23,0,0,5,0,0,22,0,1,1,8,3,0,11,1,82
978,10/1993,0,0,0,14,2,1,2,3,3,10,2,1,1,5,0,4,832,12,27,8,2,0,0,4,9,3,0,0,0,3,44,0,2,248,14,5,80,0,0,8,0,1,3,1,0,36,12,0,61,1,1,4,1,4,1,8,34,3,3,2,2,1,0,5,0,6,0,2,2,3,10,9,0,1,2,3,3,69,4,4,1,5,1,4,26,1,0,4,37,4,1,0,2,0,2,1,1,0,0,3,0,0,6,1,89
979,11/1993,0,0,14,19,5,0,5,7,5,9,0,5,8,14,7,4,609,11,45,5,9,0,0,5,4,4,0,0,0,2,33,0,0,150,3,1,21,6,1,4,1,1,5,10,0,55,16,0,42,13,0,11,0,10,4,0,44,6,1,1,8,16,3,5,8,3,0,5,0,3,10,8,0,0,1,0,3,42,13,3,1,3,2,2,5,1,0,8,36,24,4,1,2,0,1,3,0,0,0,1,0,0,1,3,89
980,12/1993,0,0,7,28,0,1,0,3,4,9,2,3,4,13,5,1,650,9,21,4,22,0,0,7,11,4,0,0,0,4,38,0,7,210,20,1,20,0,3,2,0,1,2,31,3,29,21,0,33,3,4,8,0,3,1,2,33,2,1,1,11,4,1,1,5,1,0,11,5,1,5,7,0,0,0,4,2,112,11,5,0,13,8,4,8,0,0,7,42,4,5,0,3,0,1,10,1,1,5,15,0,0,6,5,84
981,01/1994,0,0,3,9,1,4,0,17,6,9,3,1,16,15,3,3,657,18,42,4,15,0,0,18,16,0,0,0,0,3,70,0,2,135,14,5,26,1,5,4,0,1,3,2,0,29,14,0,34,4,1,3,0,8,0,14,88,0,4,1,11,0,0,3,1,0,0,1,3,3,14,3,1,0,3,1,4,108,10,1,2,8,1,7,1,0,0,8,39,19,0,0,3,0,2,2,1,0,9,7,2,0,7,1,76
982,02/1994,3,0,8,17,0,1,4,2,6,8,3,1,4,2,2,1,596,4,23,2,17,0,0,16,7,4,1,0,0,2,69,0,20,133,31,1,9,2,5,3,1,1,2,7,0,48,9,1,58,2,0,3,0,8,7,6,30,0,1,0,43,5,2,3,3,4,0,3,2,0,5,2,0,0,2,8,8,79,5,3,3,8,3,2,8,6,0,32,21,4,0,0,1,0,0,2,0,0,1,24,2,0,6,1,82
983,03/1994,0,0,7,14,0,0,2,3,4,7,0,0,4,15,0,3,735,15,60,8,111,0,0,50,19,1,1,0,0,2,82,0,8,188,27,1,2,1,9,6,0,0,1,2,0,28,17,6,72,0,0,3,2,7,3,5,48,4,0,1,24,0,2,7,2,5,0,1,2,0,6,4,4,0,0,7,2,65,28,8,3,7,2,6,14,2,0,17,24,5,0,0,2,0,6,6,4,0,0,16,0,0,4,2,94
984,04/1994,0,0,9,13,1,0,2,9,1,15,3,0,6,17,5,0,697,11,53,11,37,0,0,4,12,2,0,0,0,3,69,0,5,207,10,2,6,1,5,6,1,1,3,10,0,55,19,1,74,4,0,2,6,8,0,2,30,0,5,0,5,1,3,0,0,3,0,2,1,0,11,13,0,0,1,4,2,51,12,97,3,6,2,1,4,1,0,8,35,6,0,1,9,0,2,7,2,0,2,4,0,0,2,1,88
985,05/1994,0,0,3,19,0,2,2,1,0,19,2,0,3,18,2,4,722,17,67,10,14,0,0,7,3,5,1,0,0,10,66,0,2,222,15,1,35,0,12,4,0,3,4,5,2,21,13,0,49,3,0,2,0,3,0,4,38,6,2,0,3,2,0,2,12,4,0,5,1,1,10,13,0,0,1,2,2,63,2,76,1,4,6,3,13,2,0,13,43,7,0,2,2,0,1,4,1,0,4,2,17,0,4,0,87
986,06/1994,0,0,2,14,0,26,8,5,0,32,3,31,1,47,13,4,653,9,42,68,112,0,0,7,23,2,0,0,0,18,93,0,3,220,28,3,32,0,4,10,0,0,3,16,0,18,21,6,39,10,1,4,0,5,2,32,53,5,1,4,26,3,0,5,1,2,0,34,1,8,4,4,0,2,1,13,7,96,2,81,8,4,3,6,9,0,0,21,36,3,0,2,3,0,1,0,3,0,2,1,5,0,4,0,84
987,07/1994,0,0,10,23,0,0,14,2,2,12,5,0,4,78,34,5,599,8,66,9,41,0,0,2,11,2,0,0,1,19,77,0,1,284,5,0,33,1,5,4,1,0,1,11,0,39,15,4,82,25,1,6,1,7,0,14,38,3,0,4,3,2,2,1,11,1,0,12,0,0,8,5,0,0,1,13,2,41,0,118,5,4,1,0,5,9,0,51,36,13,0,0,4,0,3,7,5,1,5,2,10,0,3,1,82
988,08/1994,0,0,17,8,0,2,14,2,2,9,0,1,3,4,0,4,655,13,25,7,23,0,0,2,36,4,0,0,2,5,71,0,2,188,7,0,21,0,3,9,1,2,1,8,0,20,6,1,43,6,0,0,0,5,2,4,40,0,0,6,11,1,0,19,3,3,0,3,2,1,1,7,0,1,0,5,3,38,2,60,5,19,2,0,7,5,0,8,18,6,0,0,0,0,2,5,0,0,3,2,3,0,7,0,86
989,09/1994,1,0,6,12,0,4,3,4,1,20,0,0,4,8,3,0,714,83,51,4,12,0,0,12,28,5,0,0,0,1,101,0,4,174,9,1,85,4,6,10,3,0,3,12,0,8,9,2,33,1,0,3,0,2,2,13,28,3,1,1,11,3,3,3,15,5,0,3,0,1,10,14,1,1,0,2,5,53,5,57,2,4,8,4,15,2,0,22,35,1,1,0,1,0,5,4,0,0,1,4,0,0,2,0,85
990,10/1994,0,0,5,13,0,1,1,4,3,9,1,1,3,17,3,1,750,14,64,1,19,0,0,2,15,1,0,0,0,3,70,0,6,158,6,0,21,0,0,4,2,0,3,15,0,45,4,2,29,38,0,18,0,6,2,4,13,5,0,0,3,1,0,1,6,8,0,5,3,0,10,3,0,0,1,0,1,49,5,26,0,4,4,4,1,1,0,23,101,20,0,0,1,0,5,3,0,0,4,3,0,0,1,1,88
991,11/1994,1,0,11,22,13,0,1,4,2,14,0,1,10,13,7,9,851,7,54,11,12,0,0,27,12,1,1,0,0,2,62,0,19,222,11,1,10,0,3,3,4,4,0,4,0,30,28,2,39,5,1,18,0,11,0,5,10,3,2,0,30,3,0,3,5,3,2,4,2,0,1,3,0,3,4,0,3,38,7,31,6,9,0,1,14,2,0,24,68,1,2,2,2,0,4,8,1,0,0,5,0,0,3,1,89
992,12/1994,1,0,8,8,0,1,3,1,1,8,1,0,6,19,11,1,673,57,40,2,37,0,0,10,12,2,0,0,0,1,46,2,6,195,8,0,4,0,4,8,2,1,1,2,0,29,23,0,49,3,0,4,0,5,4,4,39,1,1,1,5,2,0,1,2,2,5,2,1,0,11,2,1,1,0,1,2,98,10,15,4,4,1,1,2,0,0,17,57,11,0,2,2,0,3,15,0,0,1,3,1,0,2,2,86
993,01/1995,0,0,10,5,0,3,3,11,6,9,0,0,0,11,1,0,712,19,37,4,5,0,0,24,8,0,1,0,1,4,56,0,5,242,6,2,12,2,5,7,0,1,0,0,1,16,14,2,45,4,0,2,0,3,0,6,88,0,1,0,5,0,0,2,2,0,1,4,11,4,10,5,0,0,1,1,2,110,4,23,5,3,3,3,25,0,0,16,42,1,0,1,0,1,0,8,0,1,0,2,0,0,4,0,79
994,02/1995,2,0,4,19,0,0,3,1,6,9,0,1,1,6,0,5,815,16,39,3,4,0,0,13,5,4,3,0,0,2,78,0,2,171,8,0,7,0,3,3,1,1,0,12,0,34,7,0,28,3,0,1,0,4,1,4,41,0,1,0,6,0,0,2,3,4,0,11,39,1,5,2,0,0,1,4,12,53,3,10,0,4,1,5,22,1,0,3,45,8,2,1,1,0,4,5,1,0,3,1,0,0,1,1,79
995,03/1995,0,0,8,20,1,2,17,1,0,15,1,0,1,24,0,0,955,10,19,3,5,0,0,25,25,2,0,0,0,3,54,1,2,207,8,1,15,0,8,2,0,11,5,8,0,9,7,6,54,0,0,4,1,3,4,3,36,2,0,6,7,3,0,1,2,1,0,1,12,1,8,3,0,0,1,6,2,43,2,34,1,1,16,5,8,2,0,8,54,7,0,0,0,0,2,28,1,0,1,0,0,0,3,0,91
996,04/1995,1,0,7,10,0,2,7,1,1,8,0,1,1,24,5,0,716,8,20,8,15,0,0,2,4,4,1,0,0,4,56,1,3,156,9,0,10,2,1,4,0,3,0,6,0,19,12,0,69,8,0,1,0,11,1,0,15,3,0,1,12,2,1,6,0,1,0,8,14,3,3,6,0,1,0,3,1,20,7,42,0,2,2,0,1,1,0,12,33,5,2,0,1,0,0,12,0,0,0,16,0,0,1,0,84
997,05/1995,0,0,5,9,2,1,2,5,1,18,4,3,8,14,2,3,705,13,45,1,4,0,0,13,10,1,0,0,2,4,51,1,15,308,9,2,4,0,2,9,0,0,5,3,0,26,18,0,54,1,0,6,2,0,0,13,9,13,0,0,2,1,0,0,1,2,1,9,1,3,11,2,0,0,2,6,0,44,2,20,1,15,3,1,4,0,0,20,51,18,0,2,0,0,8,4,1,0,1,5,0,0,7,0,87
998,06/1995,1,0,16,6,1,1,6,4,6,3,0,2,0,6,1,2,602,17,26,8,8,0,0,4,11,0,0,0,0,1,67,0,1,255,6,0,7,0,3,1,3,1,1,4,1,12,11,0,64,1,0,11,0,1,0,1,19,1,0,0,7,6,0,1,1,0,0,10,2,2,4,3,1,255,1,3,3,49,8,15,1,6,1,1,6,11,0,13,64,8,0,3,3,0,3,11,0,0,2,0,7,0,3,1,84
999,07/1995,0,0,5,11,0,2,0,1,2,12,5,1,8,11,0,5,666,7,30,6,6,0,0,10,2,1,4,0,0,3,61,0,5,263,6,0,5,2,4,8,0,2,1,6,0,29,50,0,41,1,0,10,0,4,0,2,31,3,2,0,5,1,0,2,0,1,0,4,2,1,6,1,0,110,0,4,3,29,4,7,1,5,4,0,2,12,0,7,53,3,0,2,4,0,4,12,0,0,0,20,0,0,7,1,80
1000,08/1995,0,0,3,6,3,5,2,0,2,21,0,0,15,16,0,1,646,11,62,8,9,0,0,85,9,3,1,0,0,1,57,0,1,184,5,3,2,1,4,5,0,5,1,0,0,19,46,3,63,25,0,18,0,1,0,0,16,2,2,1,3,5,0,6,1,1,1,7,4,2,7,0,0,0,1,1,3,26,3,18,2,25,0,1,9,3,0,26,50,2,1,2,0,0,0,12,1,1,3,1,0,0,2,0,85
1001,09/1995,0,0,7,11,0,2,5,7,2,10,0,0,8,7,2,3,1050,6,42,6,11,0,0,25,14,5,1,0,0,4,70,0,5,230,23,0,2,0,2,3,2,3,3,9,0,22,20,1,41,5,3,10,0,3,14,6,16,0,1,0,8,4,0,3,2,3,0,5,0,2,3,10,0,21,1,3,5,38,5,16,2,12,4,4,6,2,0,5,54,2,0,1,3,0,1,6,0,0,0,4,0,0,10,1,86
1002,10/1995,0,0,9,8,0,0,0,2,4,8,0,0,2,5,0,1,1368,11,73,6,7,0,0,26,20,3,1,0,0,2,72,0,2,239,6,1,10,0,2,6,3,1,0,3,0,16,24,1,56,5,0,13,0,9,3,5,27,1,1,1,2,1,0,7,1,3,0,16,5,2,13,1,0,0,4,1,4,41,2,12,0,6,6,4,20,2,0,13,65,4,0,1,4,0,8,1,0,0,3,0,1,0,2,4,86
1003,11/1995,0,0,7,9,0,2,1,7,2,16,0,1,12,5,1,2,839,6,23,5,4,0,0,21,8,6,2,0,0,7,53,0,0,181,4,7,17,1,2,8,1,1,2,10,0,32,33,0,40,6,2,13,0,4,0,13,20,0,1,13,3,3,1,0,1,3,1,6,6,1,23,9,3,0,2,1,3,25,0,25,8,24,7,9,4,2,0,0,79,6,0,1,1,0,9,1,0,0,3,8,0,0,6,2,88
1004,12/1995,0,0,0,5,2,3,1,0,0,9,1,1,6,5,0,3,587,17,44,6,35,0,0,9,8,0,2,0,1,1,39,0,11,175,6,0,9,0,4,5,1,1,1,7,0,22,12,0,13,3,1,0,0,12,1,0,13,3,0,22,2,1,0,1,0,0,1,7,3,2,6,0,0,0,1,1,3,49,2,30,0,6,3,1,2,1,0,6,68,28,0,0,1,0,0,9,0,0,1,7,6,0,2,0,83
1005,01/1996,0,0,1,17,1,2,8,9,3,8,1,5,8,5,1,1,622,10,59,3,14,0,0,9,9,2,0,0,0,2,72,0,5,151,8,1,11,0,5,14,6,1,1,4,0,28,9,1,29,2,1,6,0,13,0,6,14,0,0,7,2,0,0,12,0,10,0,5,2,1,12,7,0,0,2,2,5,59,0,21,2,5,9,2,12,3,0,11,59,11,1,6,3,0,6,5,1,0,4,4,2,0,5,0,80
1006,02/1996,0,0,2,12,0,0,0,1,3,8,0,1,7,3,2,1,674,2,38,3,4,0,0,5,20,1,0,0,0,9,61,0,5,160,13,9,12,2,0,4,1,4,2,10,0,20,12,3,18,14,0,3,0,0,0,1,11,2,3,0,3,0,0,1,0,0,0,3,2,1,5,2,1,1,0,1,4,24,8,18,2,6,1,0,13,3,0,5,41,13,0,5,0,0,1,13,1,0,7,2,0,0,1,1,84
1007,03/1996,0,0,3,5,0,0,3,6,3,7,0,0,2,11,1,8,646,14,154,6,5,0,0,4,51,3,2,0,0,4,83,0,3,184,6,0,11,0,1,2,0,2,3,8,0,54,31,0,40,1,0,1,0,9,9,1,26,0,0,2,4,2,2,0,3,5,0,9,3,3,6,4,1,4,0,1,14,45,5,14,1,7,2,3,1,1,0,14,51,17,0,57,1,0,1,4,1,0,6,7,1,0,6,2,92
1008,04/1996,0,0,5,11,1,3,7,1,1,13,0,0,3,14,3,0,601,11,59,4,55,0,0,4,6,1,4,0,0,1,86,0,0,189,7,6,7,3,3,7,0,0,3,4,1,102,29,4,34,0,0,0,0,78,3,6,31,1,2,4,4,1,0,3,2,7,1,7,2,0,8,2,1,0,0,5,6,53,5,15,0,0,1,0,44,0,0,4,58,37,0,1,4,0,8,1,1,3,1,7,0,0,5,0,86
1009,05/1996,0,0,14,9,0,1,7,6,2,10,0,2,1,7,2,0,737,7,43,6,7,0,0,4,8,0,0,0,0,4,64,0,1,229,3,3,1,0,0,15,1,1,0,3,0,44,30,0,16,10,0,0,1,21,0,4,17,32,1,1,4,2,0,9,2,0,0,8,1,4,1,3,0,0,0,3,7,52,12,6,1,2,2,0,10,10,0,6,51,10,0,3,3,0,10,2,0,0,1,1,0,0,1,0,91
1010,06/1996,1,0,1,16,0,21,1,3,1,13,0,0,3,12,4,4,608,7,29,5,4,0,0,17,14,7,3,0,0,7,67,0,3,218,12,3,7,0,6,7,1,2,4,12,0,25,28,3,25,6,0,1,0,3,3,5,17,12,0,3,14,0,0,1,0,1,0,10,0,2,4,6,0,1,2,5,5,66,5,3,2,4,1,1,7,1,0,4,54,11,0,1,4,0,3,7,0,0,3,18,6,0,4,0,85
1011,07/1996,3,0,1,10,0,3,6,4,2,6,3,2,1,17,2,2,602,12,58,7,15,0,0,2,34,8,0,0,0,3,69,0,5,170,8,0,3,1,3,2,1,0,2,8,0,20,13,0,60,3,0,2,1,13,3,3,12,0,1,0,4,0,0,5,0,2,1,8,1,3,3,5,0,0,0,4,5,57,3,15,2,0,4,0,24,0,0,7,66,2,0,0,2,0,6,31,0,0,1,24,0,0,3,1,84
1012,08/1996,1,0,4,5,0,4,9,4,0,19,0,0,3,18,3,2,668,5,50,7,19,0,0,19,11,3,2,0,0,4,52,1,13,186,5,0,3,1,7,6,3,0,13,3,0,24,9,1,22,7,0,1,0,7,14,1,16,2,4,0,3,0,0,2,0,1,1,6,4,3,7,5,3,0,3,1,3,30,0,9,2,5,2,4,38,3,0,9,64,22,0,8,5,0,3,10,1,0,2,10,0,0,6,1,91
1013,09/1996,0,0,1,9,0,0,3,3,1,15,1,3,6,2,1,3,793,12,29,10,5,0,0,7,11,2,0,0,1,4,122,0,5,198,11,10,2,0,2,5,1,13,3,2,0,23,11,0,30,4,4,18,0,9,1,0,10,0,1,0,7,1,0,8,0,6,0,4,9,8,5,9,0,0,0,7,3,44,2,3,3,5,1,4,38,0,0,15,62,8,0,2,1,0,1,37,0,0,1,4,0,0,1,0,83
1014,10/1996,7,0,4,10,1,3,5,2,2,28,1,2,2,15,3,1,687,3,36,3,8,0,0,2,12,1,3,0,0,3,74,1,2,171,11,1,2,0,12,8,0,5,3,5,0,26,7,0,27,5,1,5,0,2,1,3,18,0,15,0,8,2,4,12,0,2,0,3,0,1,5,3,0,2,0,9,4,33,3,41,4,1,4,1,18,3,0,3,61,3,2,0,0,0,3,3,0,0,3,2,2,0,5,1,89
1015,11/1996,0,0,1,15,0,1,4,5,4,13,1,0,4,2,7,5,769,39,47,2,13,0,0,2,25,4,0,0,0,2,86,0,1,195,11,3,8,1,2,14,4,1,5,2,4,6,5,0,32,1,1,1,0,1,1,3,14,0,0,2,4,1,1,3,0,0,1,10,0,6,5,5,0,6,0,13,2,38,5,77,3,10,3,0,16,0,0,15,50,2,0,5,4,0,2,7,1,0,3,2,0,0,7,0,87
1016,12/1996,1,0,5,5,0,1,1,3,2,9,0,3,1,4,2,0,582,2,44,5,28,0,0,9,14,3,0,0,2,3,68,0,5,170,10,13,4,1,5,14,1,1,0,2,0,10,9,0,53,2,0,2,0,2,4,1,14,1,0,2,2,2,6,0,0,2,0,3,28,2,6,1,0,0,0,8,5,56,3,52,1,26,11,12,7,0,0,13,77,2,1,0,1,0,1,1,0,1,1,6,0,0,3,0,79
1017,01/1997,0,0,12,11,0,3,2,4,0,7,3,2,1,3,6,1,588,7,48,2,64,0,0,2,20,1,1,0,0,3,77,1,0,176,13,12,6,0,1,3,4,1,0,4,2,29,5,0,33,2,0,1,3,4,4,1,13,0,1,0,1,1,0,3,5,2,0,5,7,16,2,3,0,0,0,2,5,33,7,15,0,15,1,0,41,13,0,1,76,13,0,3,4,0,0,28,0,0,2,3,3,0,1,0,84
1018,02/1997,0,0,2,9,0,2,3,7,0,7,0,0,0,6,3,4,614,3,72,3,42,0,0,2,10,3,1,0,1,7,98,0,0,179,2,5,3,0,12,10,0,0,0,5,1,21,10,1,21,1,3,1,0,12,2,1,16,1,0,0,4,1,0,7,1,0,0,1,3,0,11,0,1,5,1,8,4,47,4,35,2,10,1,3,30,0,0,2,86,5,4,5,6,0,1,29,2,0,1,5,0,0,2,1,79
1019,03/1997,0,0,2,13,0,5,0,2,0,25,4,0,0,15,2,0,588,5,65,6,9,0,0,1,18,1,0,0,0,3,81,0,0,198,5,3,4,0,2,7,2,1,0,1,2,32,17,0,26,5,4,1,0,1,0,1,12,6,0,0,1,0,0,2,0,3,1,13,6,1,7,1,0,3,0,2,10,43,9,11,0,1,3,2,15,1,0,4,49,3,0,1,1,1,2,11,0,0,1,2,0,0,1,1,87
1020,04/1997,0,0,2,18,0,2,4,2,3,17,1,1,1,16,1,0,626,3,59,3,15,0,0,9,13,11,0,0,0,9,81,0,2,167,2,1,3,0,4,14,5,1,5,6,1,36,9,1,38,3,0,5,0,2,1,6,20,2,0,2,4,1,0,2,1,0,0,4,6,2,7,6,1,3,0,3,7,53,4,15,3,7,1,1,18,0,0,4,59,1,0,0,2,0,5,4,1,0,6,3,3,0,2,0,87
1021,05/1997,0,0,4,10,0,2,4,5,0,6,1,1,0,18,0,0,822,6,38,5,6,0,0,2,14,6,1,0,0,3,73,0,7,253,6,1,5,1,5,9,3,3,2,9,1,16,9,3,18,4,0,0,1,9,2,12,21,10,1,1,0,3,0,8,4,0,6,3,6,2,9,5,0,28,0,4,15,85,3,13,3,1,3,2,9,1,0,28,73,5,1,2,1,0,4,9,1,1,1,10,1,0,1,1,93
1022,06/1997,1,0,8,7,1,2,2,2,2,13,2,4,1,14,0,7,731,2,121,9,11,0,0,7,11,3,0,0,0,4,85,0,3,213,9,4,5,4,9,9,0,0,1,4,0,6,10,0,24,0,1,2,1,2,1,0,11,12,0,0,2,1,0,6,0,1,3,7,7,4,10,8,0,14,0,13,5,28,1,9,3,5,3,0,16,3,0,3,63,3,1,3,1,0,3,7,0,1,0,5,1,0,3,1,83
1023,07/1997,0,0,0,10,0,1,7,2,4,7,7,2,1,10,0,28,546,11,61,2,9,0,0,1,10,1,1,0,0,4,70,0,5,257,6,0,6,0,6,7,1,0,0,8,0,27,8,0,41,1,0,0,7,4,0,2,33,2,1,0,1,2,1,0,2,5,1,5,13,5,23,12,0,9,3,23,4,23,6,16,4,4,6,4,27,0,0,7,98,1,0,1,7,0,0,5,0,0,2,13,0,0,5,0,83
1024,08/1997,0,0,3,15,0,2,3,7,0,21,3,1,1,11,1,4,568,9,34,8,48,0,0,2,15,7,2,0,0,2,99,0,5,176,12,2,3,1,18,9,4,0,5,6,0,55,8,0,25,7,0,0,0,16,0,2,12,0,0,2,4,6,0,18,2,3,2,6,1,1,6,3,0,14,0,2,4,34,5,13,6,0,5,5,8,3,0,19,69,7,1,3,13,0,10,10,0,0,3,3,0,0,1,2,85
1025,09/1997,1,0,9,14,0,11,12,2,3,15,0,5,1,13,6,3,810,8,59,6,7,0,0,5,12,4,0,0,0,5,90,0,5,215,5,4,1,0,2,8,2,0,2,10,0,34,6,1,33,6,0,0,0,6,1,9,16,1,3,0,7,0,1,5,2,5,3,5,11,11,3,9,1,16,1,5,12,27,3,23,0,2,6,4,6,1,0,6,57,1,0,0,6,0,1,2,1,2,2,4,0,0,3,1,87
1026,10/1997,1,0,5,16,2,0,8,3,2,5,2,0,0,20,0,3,734,17,111,13,29,0,0,1,6,2,1,0,2,3,91,0,3,254,5,2,3,1,4,7,7,5,4,6,0,53,6,0,45,13,1,3,0,5,3,2,23,3,1,0,3,2,0,1,1,1,1,6,6,6,2,8,0,31,1,0,6,56,7,10,2,13,9,0,3,0,0,6,46,1,0,7,14,0,7,5,1,2,2,7,3,0,5,1,89
1027,11/1997,3,0,13,11,1,0,1,1,3,8,3,3,0,10,4,1,692,3,138,7,27,0,0,3,15,2,2,0,0,14,86,0,0,174,14,0,6,2,6,7,2,3,1,8,0,22,5,6,64,4,0,9,0,7,2,1,9,0,4,0,15,2,0,6,1,3,1,4,4,5,5,1,2,5,0,6,8,49,0,1,0,0,2,1,5,3,0,9,55,5,0,1,10,0,5,5,0,0,1,35,0,0,2,2,84
